datum;opkomst;ondergang;opkomst_minutes;ondergang_minutes;daglicht_uren;jaar;maand;maand_naam
2021-11-29;08:23:00;16:33:00;503;993;8,16666666666667;2021;11;Nov
2021-11-30;08:24:00;16:33:00;504;993;8,15000000000000;2021;11;Nov
2021-12-01;08:26:00;16:32:00;506;992;8,10000000000000;2021;12;Dec
2021-12-02;08:27:00;16:31:00;507;991;8,06666666666667;2021;12;Dec
2021-12-03;08:29:00;16:31:00;509;991;8,03333333333333;2021;12;Dec
2021-12-04;08:30:00;16:30:00;510;990;8,00000000000000;2021;12;Dec
2021-12-05;08:31:00;16:30:00;511;990;7,98333333333333;2021;12;Dec
2021-12-06;08:32:00;16:30:00;512;990;7,96666666666667;2021;12;Dec
2021-12-07;08:34:00;16:29:00;514;989;7,91666666666667;2021;12;Dec
2021-12-08;08:35:00;16:29:00;515;989;7,90000000000000;2021;12;Dec
2021-12-09;08:36:00;16:29:00;516;989;7,88333333333333;2021;12;Dec
2021-12-10;08:37:00;16:29:00;517;989;7,86666666666667;2021;12;Dec
2021-12-11;08:38:00;16:28:00;518;988;7,83333333333333;2021;12;Dec
2021-12-12;08:39:00;16:28:00;519;988;7,81666666666667;2021;12;Dec
2021-12-13;08:40:00;16:28:00;520;988;7,80000000000000;2021;12;Dec
2021-12-14;08:41:00;16:28:00;521;988;7,78333333333333;2021;12;Dec
2021-12-15;08:42:00;16:29:00;522;989;7,78333333333333;2021;12;Dec
2021-12-16;08:43:00;16:29:00;523;989;7,76666666666667;2021;12;Dec
2021-12-17;08:43:00;16:29:00;523;989;7,76666666666667;2021;12;Dec
2021-12-18;08:44:00;16:29:00;524;989;7,75000000000000;2021;12;Dec
2021-12-19;08:45:00;16:30:00;525;990;7,75000000000000;2021;12;Dec
2021-12-20;08:45:00;16:30:00;525;990;7,75000000000000;2021;12;Dec
2021-12-21;08:46:00;16:30:00;526;990;7,73333333333333;2021;12;Dec
2021-12-22;08:46:00;16:31:00;526;991;7,75000000000000;2021;12;Dec
2021-12-23;08:47:00;16:32:00;527;992;7,75000000000000;2021;12;Dec
2021-12-24;08:47:00;16:32:00;527;992;7,75000000000000;2021;12;Dec
2021-12-25;08:47:00;16:33:00;527;993;7,76666666666667;2021;12;Dec
2021-12-26;08:48:00;16:34:00;528;994;7,76666666666667;2021;12;Dec
2021-12-27;08:48:00;16:34:00;528;994;7,76666666666667;2021;12;Dec
2021-12-28;08:48:00;16:35:00;528;995;7,78333333333333;2021;12;Dec
2021-12-29;08:48:00;16:36:00;528;996;7,80000000000000;2021;12;Dec
2021-12-30;08:48:00;16:37:00;528;997;7,81666666666667;2021;12;Dec
2021-12-31;08:48:00;16:38:00;528;998;7,83333333333333;2021;12;Dec
2022-01-01;08:48:00;16:39:00;528;999;7,85000000000000;2022;1;Jan
2022-01-02;08:48:00;16:40:00;528;1000;7,86666666666667;2022;1;Jan
2022-01-03;08:48:00;16:41:00;528;1001;7,88333333333333;2022;1;Jan
2022-01-04;08:48:00;16:43:00;528;1003;7,91666666666667;2022;1;Jan
2022-01-05;08:47:00;16:44:00;527;1004;7,95000000000000;2022;1;Jan
2022-01-06;08:47:00;16:44:00;527;1004;7,95000000000000;2022;1;Jan
2022-01-07;08:46:00;16:46:00;526;1006;8,00000000000000;2022;1;Jan
2022-01-08;08:46:00;16:48:00;526;1008;8,03333333333333;2022;1;Jan
2022-01-09;08:45:00;16:49:00;525;1009;8,06666666666667;2022;1;Jan
2022-01-10;08:45:00;16:51:00;525;1011;8,10000000000000;2022;1;Jan
2022-01-11;08:44:00;16:52:00;524;1012;8,13333333333333;2022;1;Jan
2022-01-12;08:44:00;16:53:00;524;1013;8,15000000000000;2022;1;Jan
2022-01-13;08:43:00;16:55:00;523;1015;8,20000000000000;2022;1;Jan
2022-01-14;08:42:00;16:57:00;522;1017;8,25000000000000;2022;1;Jan
2022-01-15;08:41:00;16:58:00;521;1018;8,28333333333333;2022;1;Jan
2022-01-16;08:40:00;17:00:00;520;1020;8,33333333333333;2022;1;Jan
2022-01-17;08:39:00;17:01:00;519;1021;8,36666666666667;2022;1;Jan
2022-01-18;08:38:00;17:03:00;518;1023;8,41666666666667;2022;1;Jan
2022-01-19;08:37:00;17:05:00;517;1025;8,46666666666667;2022;1;Jan
2022-01-20;08:36:00;17:06:00;516;1026;8,50000000000000;2022;1;Jan
2022-01-21;08:35:00;17:08:00;515;1028;8,55000000000000;2022;1;Jan
2022-01-22;08:34:00;17:10:00;514;1030;8,60000000000000;2022;1;Jan
2022-01-23;08:33:00;17:11:00;513;1031;8,63333333333333;2022;1;Jan
2022-01-24;08:31:00;17:13:00;511;1033;8,70000000000000;2022;1;Jan
2022-01-25;08:30:00;17:15:00;510;1035;8,75000000000000;2022;1;Jan
2022-01-26;08:29:00;17:17:00;509;1037;8,80000000000000;2022;1;Jan
2022-01-27;08:27:00;17:19:00;507;1039;8,86666666666667;2022;1;Jan
2022-01-28;08:26:00;17:20:00;506;1040;8,90000000000000;2022;1;Jan
2022-01-29;08:25:00;17:22:00;505;1042;8,95000000000000;2022;1;Jan
2022-01-30;08:23:00;17:24:00;503;1044;9,01666666666667;2022;1;Jan
2022-01-31;08:22:00;17:26:00;502;1046;9,06666666666667;2022;1;Jan
2022-02-01;08:20:00;17:28:00;500;1048;9,13333333333333;2022;2;Feb
2022-02-02;08:18:00;17:30:00;498;1050;9,20000000000000;2022;2;Feb
2022-02-03;08:17:00;17:31:00;497;1051;9,23333333333333;2022;2;Feb
2022-02-04;08:15:00;17:33:00;495;1053;9,30000000000000;2022;2;Feb
2022-02-05;08:13:00;17:35:00;493;1055;9,36666666666667;2022;2;Feb
2022-02-06;08:12:00;17:37:00;492;1057;9,41666666666667;2022;2;Feb
2022-02-07;08:10:00;17:39:00;490;1059;9,48333333333333;2022;2;Feb
2022-02-08;08:08:00;17:41:00;488;1061;9,55000000000000;2022;2;Feb
2022-02-09;08:06:00;17:43:00;486;1063;9,61666666666667;2022;2;Feb
2022-02-10;08:05:00;17:45:00;485;1065;9,66666666666667;2022;2;Feb
2022-02-11;08:03:00;17:46:00;483;1066;9,71666666666667;2022;2;Feb
2022-02-12;08:01:00;17:48:00;481;1068;9,78333333333333;2022;2;Feb
2022-02-13;07:59:00;17:50:00;479;1070;9,85000000000000;2022;2;Feb
2022-02-14;07:57:00;17:52:00;477;1072;9,91666666666667;2022;2;Feb
2022-02-15;07:55:00;17:54:00;475;1074;9,98333333333333;2022;2;Feb
2022-02-16;07:53:00;17:53:00;473;1073;10,00000000000000;2022;2;Feb
2022-02-17;07:51:00;17:58:00;471;1078;10,11666666666670;2022;2;Feb
2022-02-18;07:49:00;17:59:00;469;1079;10,16666666666670;2022;2;Feb
2022-02-19;07:47:00;18:01:00;467;1081;10,23333333333330;2022;2;Feb
2022-02-20;07:45:00;18:03:00;465;1083;10,30000000000000;2022;2;Feb
2022-02-21;07:43:00;18:05:00;463;1085;10,36666666666670;2022;2;Feb
2022-02-22;07:41:00;18:07:00;461;1087;10,43333333333330;2022;2;Feb
2022-02-23;07:39:00;18:09:00;459;1089;10,50000000000000;2022;2;Feb
2022-02-24;07:37:00;18:10:00;457;1090;10,55000000000000;2022;2;Feb
2022-02-25;07:35:00;18:12:00;455;1092;10,61666666666670;2022;2;Feb
2022-02-26;07:33:00;18:14:00;453;1094;10,68333333333330;2022;2;Feb
2022-02-27;07:30:00;18:16:00;450;1096;10,76666666666670;2022;2;Feb
2022-02-28;07:28:00;18:18:00;448;1098;10,83333333333330;2022;2;Feb
2022-03-01;07:26:00;18:19:00;446;1099;10,88333333333330;2022;3;Mar
2022-03-02;07:24:00;18:21:00;444;1101;10,95000000000000;2022;3;Mar
2022-03-03;07:22:00;18:23:00;442;1103;11,01666666666670;2022;3;Mar
2022-03-04;07:19:00;18:25:00;439;1105;11,10000000000000;2022;3;Mar
2022-03-05;07:17:00;18:27:00;437;1107;11,16666666666670;2022;3;Mar
2022-03-06;07:15:00;18:28:00;435;1108;11,21666666666670;2022;3;Mar
2022-03-07;07:13:00;18:30:00;433;1110;11,28333333333330;2022;3;Mar
2022-03-08;07:10:00;18:32:00;430;1112;11,36666666666670;2022;3;Mar
2022-03-09;07:08:00;18:34:00;428;1114;11,43333333333330;2022;3;Mar
2022-03-10;07:06:00;18:36:00;426;1116;11,50000000000000;2022;3;Mar
2022-03-11;07:04:00;18:37:00;424;1117;11,55000000000000;2022;3;Mar
2022-03-12;07:01:00;18:39:00;421;1119;11,63333333333330;2022;3;Mar
2022-03-13;06:59:00;18:41:00;419;1121;11,70000000000000;2022;3;Mar
2022-03-14;06:57:00;18:43:00;417;1123;11,76666666666670;2022;3;Mar
2022-03-15;06:55:00;18:44:00;415;1124;11,81666666666670;2022;3;Mar
2022-03-16;06:52:00;18:46:00;412;1126;11,90000000000000;2022;3;Mar
2022-03-17;06:50:00;18:48:00;410;1128;11,96666666666670;2022;3;Mar
2022-03-18;06:48:00;18:50:00;408;1130;12,03333333333330;2022;3;Mar
2022-03-19;06:45:00;18:51:00;405;1131;12,10000000000000;2022;3;Mar
2022-03-20;06:43:00;18:53:00;403;1133;12,16666666666670;2022;3;Mar
2022-03-21;06:41:00;18:55:00;401;1135;12,23333333333330;2022;3;Mar
2022-03-22;06:38:00;18:56:00;398;1136;12,30000000000000;2022;3;Mar
2022-03-23;06:36:00;18:58:00;396;1138;12,36666666666670;2022;3;Mar
2022-03-24;06:34:00;19:00:00;394;1140;12,43333333333330;2022;3;Mar
2022-03-25;06:31:00;19:02:00;391;1142;12,51666666666670;2022;3;Mar
2022-03-26;06:29:00;19:03:00;389;1143;12,56666666666670;2022;3;Mar
2022-03-27;07:27:00;20:05:00;447;1205;12,63333333333330;2022;3;Mar
2022-03-28;07:24:00;20:07:00;444;1207;12,71666666666670;2022;3;Mar
2022-03-29;07:22:00;20:08:00;442;1208;12,76666666666670;2022;3;Mar
2022-03-30;07:20:00;20:10:00;440;1210;12,83333333333330;2022;3;Mar
2022-03-31;07:17:00;20:12:00;437;1212;12,91666666666670;2022;3;Mar
2022-04-01;07:15:00;20:14:00;435;1214;12,98333333333330;2022;4;Apr
2022-04-02;07:13:00;20:15:00;433;1215;13,03333333333330;2022;4;Apr
2022-04-03;07:11:00;20:17:00;431;1217;13,10000000000000;2022;4;Apr
2022-04-04;07:08:00;20:19:00;428;1219;13,18333333333330;2022;4;Apr
2022-04-05;07:06:00;20:20:00;426;1220;13,23333333333330;2022;4;Apr
2022-04-06;07:04:00;20:22:00;424;1222;13,30000000000000;2022;4;Apr
2022-04-07;07:02:00;20:24:00;422;1224;13,36666666666670;2022;4;Apr
2022-04-08;06:59:00;20:26:00;419;1226;13,45000000000000;2022;4;Apr
2022-04-09;06:57:00;20:27:00;417;1227;13,50000000000000;2022;4;Apr
2022-04-10;06:55:00;20:29:00;415;1229;13,56666666666670;2022;4;Apr
2022-04-11;06:53:00;20:31:00;413;1231;13,63333333333330;2022;4;Apr
2022-04-12;06:50:00;20:32:00;410;1232;13,70000000000000;2022;4;Apr
2022-04-13;06:48:00;20:34:00;408;1234;13,76666666666670;2022;4;Apr
2022-04-14;06:46:00;20:36:00;406;1236;13,83333333333330;2022;4;Apr
2022-04-15;06:44:00;20:38:00;404;1238;13,90000000000000;2022;4;Apr
2022-04-16;06:42:00;20:39:00;402;1239;13,95000000000000;2022;4;Apr
2022-04-17;06:39:00;20:41:00;399;1241;14,03333333333330;2022;4;Apr
2022-04-18;06:37:00;20:43:00;397;1243;14,10000000000000;2022;4;Apr
2022-04-19;06:35:00;20:44:00;395;1244;14,15000000000000;2022;4;Apr
2022-04-20;06:33:00;20:46:00;393;1246;14,21666666666670;2022;4;Apr
2022-04-21;06:31:00;20:48:00;391;1248;14,28333333333330;2022;4;Apr
2022-04-22;06:29:00;20:50:00;389;1250;14,35000000000000;2022;4;Apr
2022-04-23;06:27:00;20:51:00;387;1251;14,40000000000000;2022;4;Apr
2022-04-24;06:25:00;20:53:00;385;1253;14,46666666666670;2022;4;Apr
2022-04-25;06:22:00;20:55:00;382;1255;14,55000000000000;2022;4;Apr
2022-04-26;06:20:00;20:56:00;380;1256;14,60000000000000;2022;4;Apr
2022-04-27;06:18:00;20:58:00;378;1258;14,66666666666670;2022;4;Apr
2022-04-28;06:16:00;21:00:00;376;1260;14,73333333333330;2022;4;Apr
2022-04-29;06:14:00;21:01:00;374;1261;14,78333333333330;2022;4;Apr
2022-04-30;06:13:00;21:03:00;373;1263;14,83333333333330;2022;4;Apr
2022-05-01;06:11:00;21:05:00;371;1265;14,90000000000000;2022;5;May
2022-05-02;06:09:00;21:06:00;369;1266;14,95000000000000;2022;5;May
2022-05-03;06:07:00;21:08:00;367;1268;15,01666666666670;2022;5;May
2022-05-04;06:05:00;21:10:00;365;1270;15,08333333333330;2022;5;May
2022-05-05;06:03:00;21:11:00;363;1271;15,13333333333330;2022;5;May
2022-05-06;06:01:00;21:13:00;361;1273;15,20000000000000;2022;5;May
2022-05-07;06:00:00;21:15:00;360;1275;15,25000000000000;2022;5;May
2022-05-08;05:58:00;21:16:00;358;1276;15,30000000000000;2022;5;May
2022-05-09;05:56:00;21:18:00;356;1278;15,36666666666670;2022;5;May
2022-05-10;05:54:00;21:20:00;354;1280;15,43333333333330;2022;5;May
2022-05-11;05:53:00;21:21:00;353;1281;15,46666666666670;2022;5;May
2022-05-12;05:51:00;21:23:00;351;1283;15,53333333333330;2022;5;May
2022-05-13;05:50:00;21:24:00;350;1284;15,56666666666670;2022;5;May
2022-05-14;05:48:00;21:26:00;348;1286;15,63333333333330;2022;5;May
2022-05-15;05:46:00;21:27:00;346;1287;15,68333333333330;2022;5;May
2022-05-16;05:45:00;21:29:00;345;1289;15,73333333333330;2022;5;May
2022-05-17;05:43:00;21:30:00;343;1290;15,78333333333330;2022;5;May
2022-05-18;05:42:00;21:32:00;342;1292;15,83333333333330;2022;5;May
2022-05-19;05:41:00;21:33:00;341;1293;15,86666666666670;2022;5;May
2022-05-20;05:39:00;21:35:00;339;1295;15,93333333333330;2022;5;May
2022-05-21;05:38:00;21:36:00;338;1296;15,96666666666670;2022;5;May
2022-05-22;05:37:00;21:38:00;337;1298;16,01666666666670;2022;5;May
2022-05-23;05:35:00;21:39:00;335;1299;16,06666666666670;2022;5;May
2022-05-24;05:34:00;21:40:00;334;1300;16,10000000000000;2022;5;May
2022-05-25;05:33:00;21:42:00;333;1302;16,15000000000000;2022;5;May
2022-05-26;05:32:00;21:43:00;332;1303;16,18333333333330;2022;5;May
2022-05-27;05:31:00;21:44:00;331;1304;16,21666666666670;2022;5;May
2022-05-28;05:30:00;21:46:00;330;1306;16,26666666666670;2022;5;May
2022-05-29;05:29:00;21:47:00;329;1307;16,30000000000000;2022;5;May
2022-05-30;05:28:00;21:48:00;328;1308;16,33333333333330;2022;5;May
2022-05-31;05:27:00;21:49:00;327;1309;16,36666666666670;2022;5;May
2022-06-01;05:26:00;21:50:00;326;1310;16,40000000000000;2022;6;Jun
2022-06-02;05:25:00;21:51:00;325;1311;16,43333333333330;2022;6;Jun
2022-06-03;05:25:00;21:52:00;325;1312;16,45000000000000;2022;6;Jun
2022-06-04;05:24:00;21:53:00;324;1313;16,48333333333330;2022;6;Jun
2022-06-05;05:23:00;21:54:00;323;1314;16,51666666666670;2022;6;Jun
2022-06-06;05:23:00;21:55:00;323;1315;16,53333333333330;2022;6;Jun
2022-06-07;05:22:00;21:56:00;322;1316;16,56666666666670;2022;6;Jun
2022-06-08;05:22:00;21:57:00;322;1317;16,58333333333330;2022;6;Jun
2022-06-09;05:21:00;21:58:00;321;1318;16,61666666666670;2022;6;Jun
2022-06-10;05:21:00;21:59:00;321;1319;16,63333333333330;2022;6;Jun
2022-06-11;05:20:00;21:59:00;320;1319;16,65000000000000;2022;6;Jun
2022-06-12;05:20:00;22:00:00;320;1320;16,66666666666670;2022;6;Jun
2022-06-13;05:20:00;22:01:00;320;1321;16,68333333333330;2022;6;Jun
2022-06-14;05:20:00;22:01:00;320;1321;16,68333333333330;2022;6;Jun
2022-06-15;05:20:00;22:02:00;320;1322;16,70000000000000;2022;6;Jun
2022-06-16;05:19:00;22:02:00;319;1322;16,71666666666670;2022;6;Jun
2022-06-17;05:19:00;22:03:00;319;1323;16,73333333333330;2022;6;Jun
2022-06-18;05:19:00;22:03:00;319;1323;16,73333333333330;2022;6;Jun
2022-06-19;05:20:00;22:03:00;320;1323;16,71666666666670;2022;6;Jun
2022-06-20;05:20:00;22:04:00;320;1324;16,73333333333330;2022;6;Jun
2022-06-21;05:20:00;22:04:00;320;1324;16,73333333333330;2022;6;Jun
2022-06-22;05:20:00;22:04:00;320;1324;16,73333333333330;2022;6;Jun
2022-06-23;05:20:00;22:04:00;320;1324;16,73333333333330;2022;6;Jun
2022-06-24;05:21:00;22:04:00;321;1324;16,71666666666670;2022;6;Jun
2022-06-25;05:21:00;22:04:00;321;1324;16,71666666666670;2022;6;Jun
2022-06-26;05:21:00;22:04:00;321;1324;16,71666666666670;2022;6;Jun
2022-06-27;05:22:00;22:04:00;322;1324;16,70000000000000;2022;6;Jun
2022-06-28;05:22:00;22:04:00;322;1324;16,70000000000000;2022;6;Jun
2022-06-29;05:23:00;22:04:00;323;1324;16,68333333333330;2022;6;Jun
2022-06-30;05:24:00;22:03:00;324;1323;16,65000000000000;2022;6;Jun
2022-07-01;05:24:00;22:03:00;324;1323;16,65000000000000;2022;7;Jul
2022-07-02;05:25:00;22:03:00;325;1323;16,63333333333330;2022;7;Jul
2022-07-03;05:26:00;22:02:00;326;1322;16,60000000000000;2022;7;Jul
2022-07-04;05:27:00;22:02:00;327;1322;16,58333333333330;2022;7;Jul
2022-07-05;05:27:00;22:01:00;327;1321;16,56666666666670;2022;7;Jul
2022-07-06;05:28:00;22:01:00;328;1321;16,55000000000000;2022;7;Jul
2022-07-07;05:29:00;22:00:00;329;1320;16,51666666666670;2022;7;Jul
2022-07-08;05:30:00;21:59:00;330;1319;16,48333333333330;2022;7;Jul
2022-07-09;05:31:00;21:59:00;331;1319;16,46666666666670;2022;7;Jul
2022-07-10;05:32:00;21:58:00;332;1318;16,43333333333330;2022;7;Jul
2022-07-11;05:33:00;21:57:00;333;1317;16,40000000000000;2022;7;Jul
2022-07-12;05:34:00;21:56:00;334;1316;16,36666666666670;2022;7;Jul
2022-07-13;05:36:00;21:55:00;336;1315;16,31666666666670;2022;7;Jul
2022-07-14;05:37:00;21:54:00;337;1314;16,28333333333330;2022;7;Jul
2022-07-15;05:38:00;21:53:00;338;1313;16,25000000000000;2022;7;Jul
2022-07-16;05:39:00;21:52:00;339;1312;16,21666666666670;2022;7;Jul
2022-07-17;05:40:00;21:51:00;340;1311;16,18333333333330;2022;7;Jul
2022-07-18;05:42:00;21:50:00;342;1310;16,13333333333330;2022;7;Jul
2022-07-19;05:43:00;21:49:00;343;1309;16,10000000000000;2022;7;Jul
2022-07-20;05:44:00;21:48:00;344;1308;16,06666666666670;2022;7;Jul
2022-07-21;05:46:00;21:46:00;346;1306;16,00000000000000;2022;7;Jul
2022-07-22;05:47:00;21:45:00;347;1305;15,96666666666670;2022;7;Jul
2022-07-23;05:48:00;21:44:00;348;1304;15,93333333333330;2022;7;Jul
2022-07-24;05:50:00;21:42:00;350;1302;15,86666666666670;2022;7;Jul
2022-07-25;05:51:00;21:41:00;351;1301;15,83333333333330;2022;7;Jul
2022-07-26;05:53:00;21:40:00;353;1300;15,78333333333330;2022;7;Jul
2022-07-27;05:54:00;21:38:00;354;1298;15,73333333333330;2022;7;Jul
2022-07-28;05:56:00;21:37:00;356;1297;15,68333333333330;2022;7;Jul
2022-07-29;05:57:00;21:35:00;357;1295;15,63333333333330;2022;7;Jul
2022-07-30;05:59:00;21:33:00;359;1293;15,56666666666670;2022;7;Jul
2022-07-31;06:00:00;21:32:00;360;1292;15,53333333333330;2022;7;Jul
2022-08-01;06:02:00;21:30:00;362;1290;15,46666666666670;2022;8;Aug
2022-08-02;06:03:00;21:28:00;363;1288;15,41666666666670;2022;8;Aug
2022-08-03;06:05:00;21:27:00;365;1287;15,36666666666670;2022;8;Aug
2022-08-04;06:06:00;21:25:00;366;1285;15,31666666666670;2022;8;Aug
2022-08-05;06:08:00;21:23:00;368;1283;15,25000000000000;2022;8;Aug
2022-08-06;06:09:00;21:21:00;369;1281;15,20000000000000;2022;8;Aug
2022-08-07;06:11:00;21:19:00;371;1279;15,13333333333330;2022;8;Aug
2022-08-08;06:13:00;21:18:00;373;1278;15,08333333333330;2022;8;Aug
2022-08-09;06:14:00;21:16:00;374;1276;15,03333333333330;2022;8;Aug
2022-08-10;06:16:00;21:14:00;376;1274;14,96666666666670;2022;8;Aug
2022-08-11;06:17:00;21:12:00;377;1272;14,91666666666670;2022;8;Aug
